time,pos_pelvis_tilt,pos_pelvis_list,pos_pelvis_rotation,pos_pelvis_tx,pos_pelvis_ty,pos_pelvis_tz,pos_hip_flexion_r,pos_hip_adduction_r,pos_hip_rotation_r,pos_knee_angle_r,pos_ankle_angle_r,pos_subtalar_angle_r,pos_mtp_angle_r,pos_hip_flexion_l,pos_hip_adduction_l,pos_hip_rotation_l,pos_knee_angle_l,pos_ankle_angle_l,pos_subtalar_angle_l,pos_mtp_angle_l,pos_lumbar_extension,pos_lumbar_bending,pos_lumbar_rotation,pos_arm_flex_r,pos_arm_add_r,pos_arm_rot_r,pos_elbow_flex_r,pos_arm_flex_l,pos_arm_add_l,pos_arm_rot_l,pos_elbow_flex_l,vel_pelvis_tilt,vel_pelvis_list,vel_pelvis_rotation,vel_pelvis_tx,vel_pelvis_ty,vel_pelvis_tz,vel_hip_flexion_r,vel_hip_adduction_r,vel_hip_rotation_r,vel_knee_angle_r,vel_ankle_angle_r,vel_subtalar_angle_r,vel_mtp_angle_r,vel_hip_flexion_l,vel_hip_adduction_l,vel_hip_rotation_l,vel_knee_angle_l,vel_ankle_angle_l,vel_subtalar_angle_l,vel_mtp_angle_l,vel_lumbar_extension,vel_lumbar_bending,vel_lumbar_rotation,vel_arm_flex_r,vel_arm_add_r,vel_arm_rot_r,vel_elbow_flex_r,vel_arm_flex_l,vel_arm_add_l,vel_arm_rot_l,vel_elbow_flex_l,tau_pelvis_tilt,tau_pelvis_list,tau_pelvis_rotation,tau_pelvis_tx,tau_pelvis_ty,tau_pelvis_tz,tau_hip_flexion_r,tau_hip_adduction_r,tau_hip_rotation_r,tau_knee_angle_r,tau_ankle_angle_r,tau_subtalar_angle_r,tau_mtp_angle_r,tau_hip_flexion_l,tau_hip_adduction_l,tau_hip_rotation_l,tau_knee_angle_l,tau_ankle_angle_l,tau_subtalar_angle_l,tau_mtp_angle_l,tau_lumbar_extension,tau_lumbar_bending,tau_lumbar_rotation,tau_arm_flex_r,tau_arm_add_r,tau_arm_rot_r,tau_elbow_flex_r,tau_arm_flex_l,tau_arm_add_l,tau_arm_rot_l,tau_elbow_flex_l,acc_pelvis_tilt,acc_pelvis_list,acc_pelvis_rotation,acc_pelvis_tx,acc_pelvis_ty,acc_pelvis_tz,acc_hip_flexion_r,acc_hip_adduction_r,acc_hip_rotation_r,acc_knee_angle_r,acc_ankle_angle_r,acc_subtalar_angle_r,acc_mtp_angle_r,acc_hip_flexion_l,acc_hip_adduction_l,acc_hip_rotation_l,acc_knee_angle_l,acc_ankle_angle_l,acc_subtalar_angle_l,acc_mtp_angle_l,acc_lumbar_extension,acc_lumbar_bending,acc_lumbar_rotation,acc_arm_flex_r,acc_arm_add_r,acc_arm_rot_r,acc_elbow_flex_r,acc_arm_flex_l,acc_arm_add_l,acc_arm_rot_l,acc_elbow_flex_l,missing_grf_data,missing_grf_reason,tibia_r_probably_contacting_ground,tibia_l_probably_contacting_ground,tibia_r_contact_cop_x,tibia_r_contact_cop_y,tibia_r_contact_cop_z,tibia_r_contact_moment_x,tibia_r_contact_moment_y,tibia_r_contact_moment_z,tibia_r_contact_force_x,tibia_r_contact_force_y,tibia_r_contact_force_z,tibia_l_contact_cop_x,tibia_l_contact_cop_y,tibia_l_contact_cop_z,tibia_l_contact_moment_x,tibia_l_contact_moment_y,tibia_l_contact_moment_z,tibia_l_contact_force_x,tibia_l_contact_force_y,tibia_l_contact_force_z,marker_error_rms,marker_error_max,residual_norm
0.07,-0.65729,-0.0392546,0.104916,0.455014,0.757507,1.23818,0.521329,-0.0585141,-0.0231796,1.53521,-0.302125,-0.241131,-0.00079591,0.448708,-0.200817,0.0318149,1.4891,-0.11421,-0.0464424,0.000309299,0.668375,-0.0592937,-0.0201359,-0.723514,-1.31333,-1.58108,1.97191,1.29542,-1.55464,0.17462,2.04525,0.00695948,-0.01561,0.0538484,0.0121312,-0.00343448,-0.00382767,0.0141683,-0.026577,-0.0835419,0.086107,1.00288,1.74282,0.000242811,0.0200975,-0.00573578,0.0533769,-0.00220138,-0.160832,0.284671,9.93858e-05,-0.098063,-0.0347052,0.0491126,-0.242516,0.195723,-0.00284023,-0.036288,-5.31642,0.0650701,-4.66167,0.121161,-82.649,-23.5847,9.22799,-1.30855,5.27863,-2.12974,-0.199907,0.923978,0.309366,12.3243,0.0177874,0.994126,-0.0572452,-23.933,10.9745,6.02554,39.6048,-0.656437,0.186647,0.0771225,-70.4142,-2.20962,18.5868,1.9997,-4.08375,-2.46012,-0.764054,7.28169,-8.20339,-7.27646,-1.10761,10.0557,-1.54554,9.72678,-3.37461,0.103578,-0.0714405,-6.9714,-6.30385,-15.2779,14.8041,124.468,225.185,-1.84993e-06,-4.36154,0.790962,13.6822,9.32861,-13.0539,30.5348,-5.03585e-06,-36.8751,-4.68955,-9.44134,77.4014,10.2726,-2.2517e-05,-10.7265,-2842.17,-55.4179,-3015.92,33.3708,0,0,1,1,0.310929,4.44089e-17,1.33709,-0.16202,-4.47774,0.0973759,13.7057,378.784,-8.2373,0.386943,4.44089e-17,1.08498,0.0237379,-0.6517,-0.021955,-9.75872,267.915,9.02576,0.000412246,0.0681805,86.6392
0.075,-0.657004,-0.0393712,0.105428,0.45499,0.757492,1.23816,0.521226,-0.0588046,-0.0239792,1.53601,-0.293999,-0.226788,-0.000794696,0.448699,-0.200826,0.0324238,1.48932,-0.11534,-0.0442557,0.000309796,0.666962,-0.0595845,-0.0201264,-0.722791,-1.31209,-1.58109,1.97146,1.19779,-1.5557,0.0759141,2.04669,0.0572378,-0.0233377,0.102482,-0.00474187,-0.00291659,-0.00418487,-0.0206887,-0.0580963,-0.159931,0.160128,1.62522,2.86874,0.000242802,-0.00171014,-0.00178097,0.121788,0.0444417,-0.226101,0.437345,9.93607e-05,-0.282439,-0.058153,0.00190594,0.144491,0.247086,-0.00284034,-0.0899205,-19.5273,-0.212019,-19.7413,0.288015,-63.3077,-23.3193,10.1597,-1.29992,4.54253,-1.8288,-2.09339,-0.640009,2.37843,12.5261,-0.199434,0.564196,-0.0261936,-22.6756,11.6702,6.1132,39.9257,-0.530761,0.115419,0.0524303,-52.3366,-0.21337,18.0179,2.01205,-4.10245,-2.54744,-0.530945,8.03929,-9.21984,-8.01501,-0.777548,7.11027,-1.5289,6.58587,-2.19265,-0.160317,0.0352934,-7.39145,-3.59261,-10.5352,8.53865,62.784,113.098,-2.0149e-06,-4.38629,0.122292,8.64736,7.56881,-5.09487,15.7532,-5.33267e-06,-27.4483,-3.31155,-7.25049,69.8956,7.70479,-2.10561e-05,-7.38776,-2631.86,-55.889,-2804.37,31.134,0,0,1,1,0.31085,4.44089e-17,1.33747,-0.16256,-4.3512,0.096283,14.1627,379.091,-8.38848,0.388438,4.44089e-17,1.08425,0.012733,-0.344182,-0.0115953,-9.9115,267.915,9.02591,0.000411889,0.0685025,68.4145
0.08,-0.65654,-0.0395262,0.106105,0.454912,0.757473,1.23814,0.520937,-0.0591849,-0.0250423,1.53702,-0.284303,-0.209616,-0.000793482,0.448581,-0.200831,0.033249,1.48973,-0.116598,-0.0416751,0.000310293,0.664864,-0.059958,-0.0202981,-0.720322,-1.31066,-1.58111,1.97082,1.03436,-1.55815,-0.0929015,2.04891,0.0927892,-0.0309822,0.135412,-0.0157051,-0.00371817,-0.0040084,-0.057646,-0.0760593,-0.212607,0.202821,1.93914,3.43423,0.000242792,-0.0236416,-0.00116951,0.165025,0.0822857,-0.251576,0.516111,9.9334e-05,-0.41968,-0.0747107,-0.0343465,0.493969,0.28561,-0.00284045,-0.126859,-32.6866,-0.491464,-33.7631,0.443685,-27.8684,-14.7189,10.5106,-0.766799,2.3518,-1.06159,-2.14576,-2.46763,5.15821,12.5859,-0.432687,-0.0171997,0.0120014,-18.2642,11.932,5.87635,39.3634,-0.29763,0.00627473,0.0126562,-24.6047,5.90749,12.2562,1.52227,-3.77498,-2.11955,-0.177681,6.35431,-8.41656,-6.2912,0.19198,3.76664,-0.863732,2.43874,-0.628396,-0.347011,0.0719425,-6.30227,-0.245034,-3.50617,0.755186,-16.8265,-32.3588,-2.15703e-06,-3.42075,-0.591151,1.29555,4.65938,4.55645,-3.22448,-5.72421e-06,-12.9481,-1.84981,-1.7003,40.1899,6.48364,-2.471e-05,-1.40213,-1821.38,-42.044,-1927.7,22.0454,0,0,1,1,0.312109,4.44089e-17,1.33694,-0.164768,-4.45092,0.0986733,14.0109,378.48,-8.3906,0.388925,4.44089e-17,1.08491,0.0076088,-0.199522,-0.00649467,-10.217,267.916,8.72095,0.000410654,0.0689102,33.3318
0.085,-0.655981,-0.0397027,0.106844,0.454818,0.757446,1.23812,0.520492,-0.0595713,-0.026193,1.53805,-0.275028,-0.193254,-0.000792268,0.448377,-0.200852,0.0341065,1.49026,-0.117742,-0.0391752,0.000310789,0.662442,-0.0603778,-0.0205124,-0.716847,-1.30907,-1.58112,1.97015,0.825388,-1.56166,-0.30991,2.05168,0.111622,-0.0353008,0.147605,-0.0188471,-0.00545323,-0.00364869,-0.0891574,-0.0772845,-0.230138,0.206597,1.855,3.27244,0.000242781,-0.0407453,-0.00412526,0.171503,0.105583,-0.228794,0.499988,9.93054e-05,-0.484421,-0.0839598,-0.042848,0.694919,0.318028,-0.00284057,-0.13387,-41.7935,-0.701685,-43.4016,0.553912,12.5965,-3.7492,5.62874,0.596895,0.287085,-0.0716403,-0.843677,-3.7866,7.95772,11.6214,-0.693331,-0.63555,0.0544453,-12.5937,12.3035,5.6124,38.2841,-0.0308977,-0.116034,-0.0318079,5.2862,9.55134,1.59445,0.637737,-3.26456,-1.30205,0.22341,2.65315,-6.17765,-2.57423,1.06306,-0.531768,0.350262,-2.58443,1.02546,-0.339977,0.149918,-3.66906,3.29946,4.91829,-7.6332,-99.8147,-184.653,1.88005e-06,-1.64718,-1.19799,-7.26921,0.663947,14.9013,-22.3378,2.41549e-06,4.9842,-0.378849,5.78179,-6.49939,5.71885,4.01581e-05,6.10134,-495.544,-15.9767,-506.002,6.75046,0,0,1,1,0.310933,4.44089e-17,1.33733,-0.16297,-4.4547,0.0968689,13.8574,378.785,-8.2368,0.388684,4.44089e-17,1.08504,0.00811328,-0.192821,-0.00583147,-11.2859,268.221,8.1118,0.000408942,0.0693627,14.3128
0.09,-0.655437,-0.0398704,0.107517,0.454749,0.75741,1.23811,0.519954,-0.0598752,-0.0272207,1.5389,-0.268248,-0.181508,-0.000791054,0.448132,-0.200903,0.0347823,1.49081,-0.118514,-0.0372337,0.000311286,0.660144,-0.0608071,-0.0205821,-0.713535,-1.30734,-1.58113,1.96964,0.604033,-1.56557,-0.539568,2.05462,0.108964,-0.0335495,0.134683,-0.0137198,-0.00715312,-0.0028991,-0.107503,-0.0607872,-0.205546,0.168431,1.35593,2.34917,0.000242791,-0.0489812,-0.0101152,0.135156,0.108902,-0.154287,0.3883,9.93174e-05,-0.4595,-0.085854,-0.0139391,0.662422,0.346623,-0.00284037,-0.103363,-44.2712,-0.781568,-45.9316,0.587664,51.4116,-0.323575,-3.08518,0.847402,-2.52248,1.41805,0.12575,-5.09795,10.2096,11.3771,-0.903317,-1.13893,0.0894261,-8.69572,12.0028,5.15846,38.1783,0.207501,-0.219388,-0.0712347,34.8573,4.34435,-7.6562,-0.296637,-2.81078,-0.464324,0.566219,-1.73555,-2.8125,1.78353,0.803122,-5.26376,1.6849,-7.63128,2.7259,-0.0934589,0.333791,0.00429984,6.38868,12.9261,-15.1339,-165.672,-305.697,2.99306e-06,0.498461,-1.54877,-15.0786,-3.90358,23.4377,-36.8502,5.63471e-06,23.598,1.15577,12.9401,-56.2001,4.00666,-1.27759e-05,13.0752,1071.13,15.1304,1155.5,-11.0491,0,0,1,1,0.310852,4.44089e-17,1.33722,-0.167705,-4.44139,0.0964846,14.3143,379.091,-8.23537,0.389675,4.44089e-17,1.08549,0.0197837,-0.495953,-0.0150304,-10.6751,267.612,8.11026,0.000406825,0.0698108,51.5933
0.095,-0.655023,-0.039996,0.108,0.454748,0.757372,1.2381,0.519417,-0.0600195,-0.0279253,1.53936,-0.26561,-0.177405,-0.00078984,0.4479,-0.200992,0.0350811,1.49125,-0.118699,-0.0362135,0.000311783,0.658437,-0.0612075,-0.0203283,-0.711628,-1.30551,-1.58115,1.96945,0.409455,-1.5691,-0.740338,2.05728,0.0826447,-0.0251251,0.0965268,-9.0272e-05,-0.00762041,-0.00123015,-0.107481,-0.0288438,-0.140916,0.0927614,0.527571,0.820688,0.000242806,-0.0464889,-0.017859,0.0597635,0.0893844,-0.0370985,0.204049,9.93456e-05,-0.34151,-0.0800752,0.0507615,0.381421,0.366656,-0.00284043,-0.0379871,-38.9155,-0.705916,-40.1541,0.532418,87.3974,-5.59298,-9.84797,1.70673,-6.29915,2.33449,2.87013,-5.51622,10.9047,10.9057,-0.944321,-1.3438,0.10067,-4.81055,12.111,5.00491,37.8487,0.343062,-0.269524,-0.0924976,59.1127,-6.25661,-8.76264,-0.918361,-2.60957,0.0626278,0.739119,-4.73865,0.974611,4.74876,-0.539965,-8.68767,2.57628,-10.7619,4.09364,0.275387,0.494594,3.48546,7.85407,17.5599,-19.2494,-190.83,-351.173,3.0342e-06,2.37645,-1.3672,-19.04,-7.53529,26.2205,-41.8226,5.82465e-06,37.0877,2.31633,17.2937,-90.9745,1.42887,-1.54377e-05,16.8313,2330.86,40.3301,2485.19,-24.8027,0,0,1,1,0.310427,4.44089e-17,1.33667,-0.158662,-4.25089,0.0854201,14.1607,379.394,-7.62379,0.390043,4.44089e-17,1.08592,0.0249847,-0.586491,-0.0173859,-11.4394,268.527,7.96022,0.000404811,0.0701473,88.4002
0.1,-0.654827,-0.0400573,0.108213,0.45485,0.757341,1.23811,0.518966,-0.0599673,-0.0281909,1.53934,-0.267743,-0.182081,-0.000788626,0.447727,-0.201115,0.0349039,1.49151,-0.118229,-0.0362388,0.000312279,0.657657,-0.0615499,-0.0196421,-0.711995,-1.30364,-1.58116,1.96968,0.273149,-1.57162,-0.878979,2.05932,0.0392064,-0.0122437,0.0427174,0.0203779,-0.00624348,0.00124282,-0.0900539,0.0104266,-0.0531166,-0.00348582,-0.42658,-0.935179,0.000242821,-0.0346066,-0.024695,-0.0354363,0.051708,0.0940041,-0.00506432,9.93747e-05,-0.156071,-0.0684935,0.13723,-0.0734511,0.3738,-0.00284051,0.0461692,-27.2612,-0.504266,-27.7282,0.408405,109.036,-10.037,-11.6423,2.05847,-8.03767,2.38304,6.25351,-4.81723,9.89178,10.8017,-0.759445,-1.14911,0.0801044,-3.46648,12.4512,5.46249,38.0777,0.329194,-0.255735,-0.0867725,72.6638,-12.8215,-5.65909,-0.850186,-2.77987,-0.126153,0.671246,-5.58128,3.57346,5.57957,-1.82447,-10.5555,2.57792,-10.6372,4.70332,0.463128,0.387354,6.7545,6.69353,16.8209,-18.604,-163.98,-297.837,4.2207e-06,4.50021,-0.102263,-16.5882,-9.27476,20.7832,-35.1222,6.28836e-06,43.1156,2.92249,16.1765,-95.4005,-4.48961,-3.13143e-05,13.6964,3099.14,53.9392,3285.18,-31.2358,0,0,1,1,0.310889,4.44089e-17,1.33653,-0.157607,-4.21922,0.0814658,14.1607,379.088,-7.31953,0.391425,4.44089e-17,1.08496,0.0244828,-0.561619,-0.016279,-11.7459,269.443,7.81003,0.000405625,0.070359,110.452
0.105,-0.654895,-0.040054,0.108161,0.45507,0.757321,1.23813,0.518685,-0.0597479,-0.0280359,1.53886,-0.273976,-0.194203,-0.000787412,0.447666,-0.201241,0.034312,1.49154,-0.117239,-0.0371422,0.000312776,0.657954,-0.0618193,-0.0185515,-0.714747,-1.30188,-1.58118,1.97025,0.214321,-1.57279,-0.935491,2.06058,-0.013571,0.000645909,-0.0104684,0.0438945,-0.00392783,0.00317959,-0.0562814,0.0438942,0.0309879,-0.0965058,-1.24648,-2.42436,0.000242842,-0.0121056,-0.0252064,-0.118377,0.00533421,0.19792,-0.180675,9.94062e-05,0.0595067,-0.0538811,0.218113,-0.550453,0.351352,-0.00284067,0.114651,-11.7655,-0.23457,-11.3023,0.252226,105.801,-8.12529,-10.6216,1.82691,-7.10945,2.00091,9.07032,-3.28181,7.55759,10.6408,-0.431945,-0.652423,0.036744,-4.62563,12.3418,5.86637,38.085,0.175736,-0.183712,-0.0572561,68.2168,-12.2606,-4.20627,-0.28906,-3.06698,-0.79391,0.462484,-4.78513,3.77763,4.78528,-2.29174,-9.93245,2.03209,-8.04714,4.21032,0.452675,0.126881,8.3557,3.781,12.0751,-13.8524,-96.9233,-170.742,4.21969e-06,5.44617,1.50045,-10.008,-8.79271,9.98704,-19.7751,6.24484e-06,39.3684,2.86571,10.6964,-73.9418,-10.2287,-3.20138e-05,7.45586,3168.8,53.9812,3340.87,-30.3291,0,0,1,1,0.311153,4.44089e-17,1.33666,-0.160824,-4.30908,0.0848519,14.1598,379.394,-7.47082,0.391862,4.44089e-17,1.08503,0.027805,-0.628243,-0.017892,-11.8981,268.833,7.65619,0.000407415,0.0704078,106.914
0.11,-0.655211,-0.04,0.107907,0.455395,0.757313,1.23814,0.518612,-0.0594339,-0.0275791,1.53803,-0.282631,-0.210593,-0.000786197,0.447742,-0.20133,0.0334699,1.49135,-0.116,-0.0385399,0.000313274,0.659236,-0.0620171,-0.0171936,-0.719348,-1.30038,-1.58119,1.97101,0.234714,-1.57262,-0.908481,2.06108,-0.0632332,0.0108064,-0.0507041,0.0649461,-0.00166446,0.00381399,-0.0145029,0.0627992,0.0913633,-0.165768,-1.7311,-3.27808,0.000242863,0.0151253,-0.0177041,-0.168417,-0.0386294,0.247855,-0.279551,9.94374e-05,0.256349,-0.0395525,0.271595,-0.920162,0.300209,-0.00284083,0.15193,4.07848,0.0353363,5.40203,0.100581,72.1585,-0.281226,-10.3441,1.07842,-3.61986,1.44505,9.59498,-1.39225,4.69292,10.3746,-0.117502,-0.038597,-0.0102008,-8.62514,11.6724,6.67814,38.4424,-0.0733405,-0.0772962,-0.0135091,42.8916,-6.00681,-7.04396,0.55109,-3.31961,-1.69645,0.18894,-2.96519,1.68046,2.96447,-1.88652,-6.79707,1.22613,-4.01386,2.5549,0.317997,-0.136114,7.43993,0.22177,5.24669,-6.61006,-13.5727,-16.1937,4.26897e-06,4.56897,2.82762,-1.77452,-6.03922,-1.66196,-1.31624,6.37012e-06,25.8322,2.22135,2.30976,-33.6576,-13.4022,-3.05275e-05,1.1982,2492.19,41.2589,2604.74,-23.6377,0,0,1,1,0.310699,4.44089e-17,1.33632,-0.162903,-4.36859,0.0859395,14.1589,379.7,-7.46951,0.39428,4.44089e-17,1.08538,0.0105882,-0.219037,-0.00650074,-12.9657,268.221,7.96045,0.000408693,0.070253,73.0088
0.115,-0.655697,-0.0399153,0.107553,0.455783,0.757313,1.23816,0.518726,-0.0591143,-0.0269911,1.53704,-0.291626,-0.227388,-0.000784983,0.447932,-0.201348,0.0325835,1.491,-0.114802,-0.0399706,0.000313771,0.661163,-0.0621593,-0.0157778,-0.72479,-1.29921,-1.58121,1.9718,0.317411,-1.57141,-0.816352,2.061,-0.0972186,0.016937,-0.0707734,0.0777207,-7.44716e-05,0.00313342,0.0226968,0.0639081,0.117597,-0.198818,-1.79896,-3.35904,0.000242884,0.0379701,-0.003566,-0.17729,-0.0688255,0.239546,-0.286132,9.94693e-05,0.38551,-0.0284457,0.283143,-1.08845,0.233197,-0.00284098,0.157921,16.5394,0.241631,18.4257,-0.0176079,13.3751,9.09116,-9.48639,0.212934,0.0178864,0.155609,6.91612,0.650609,1.96783,10.6591,0.0759482,0.539186,-0.0456306,-14.3472,11.3577,6.74677,38.4199,-0.360037,0.0341277,0.0341592,0.694799,3.9299,-11.9926,1.43982,-3.50445,-2.56877,-0.0950464,-0.200304,-1.86606,0.198585,-0.989735,-1.91517,0.296166,0.506101,0.0953299,0.0599068,-0.357006,4.13825,-3.05024,-1.95545,1.43792,64.6915,126.586,3.56551e-06,2.08523,3.51032,6.2347,-1.49703,-11.2308,15.2996,5.11704e-06,4.91756,1.3495,-7.51731,15.8749,-13.6235,3.19686e-05,-3.39057,1201.76,19.3848,1218.03,-13.721,0,0,1,1,0.311247,4.44089e-17,1.33637,-0.157005,-4.26355,0.083712,14.0049,380.311,-7.46714,0.392764,4.44089e-17,1.08645,0.0230374,-0.465603,-0.013554,-13.2713,268.222,7.80812,0.000411378,0.0699841,18.7511
0.12,-0.656231,-0.0398232,0.107212,0.456174,0.757314,1.23817,0.518943,-0.058871,-0.026452,1.53608,-0.299003,-0.241019,-0.000783768,0.448174,-0.201278,0.0318529,1.49062,-0.113885,-0.0410187,0.000314268,0.663214,-0.0622678,-0.0145501,-0.729836,-1.29839,-1.58122,1.9725,0.430152,-1.56972,-0.693773,2.06057,-0.106794,0.0184179,-0.0682429,0.0781973,0.000225062,0.00134839,0.043388,0.0486569,0.107819,-0.191629,-1.4755,-2.72611,0.000242902,0.0483963,0.0139856,-0.146117,-0.0763106,0.183392,-0.209634,9.94948e-05,0.410097,-0.0216982,0.245557,-1.00908,0.16508,-0.00284082,0.140969,22.5482,0.338555,24.5159,-0.0862131,-56.0118,16.9546,-5.75239,-0.775629,3.45977,-0.355049,2.19348,2.607,0.155693,11.0083,0.12168,0.979802,-0.0634172,-21.8144,10.8963,7.19176,39.5521,-0.625695,0.127264,0.0764677,-47.1182,15.1543,-14.597,2.16481,-3.64966,-3.18985,-0.364569,3.37284,-5.55483,-3.36714,-0.22192,3.11513,-0.673728,4.55775,-2.5497,-0.331399,-0.468946,-0.215856,-5.37193,-8.06273,8.76041,123.129,232.074,-5.8414e-07,-0.903867,3.44906,12.5682,3.67105,-17.6347,26.5565,-4.28281e-06,-18.1858,0.729444,-16.9407,63.1283,-12.1157,-2.8537e-05,-6.10081,-342.997,-5.36983,-439.718,-3.8414,0,0,1,1,0.311354,4.44089e-17,1.33648,-0.157249,-4.26678,0.0769998,14.0047,380.004,-6.85767,0.396711,4.44089e-17,1.08727,0.0215623,-0.414763,-0.0118883,-13.8806,267.001,7.65302,0.000414747,0.0696486,58.9115
0.125,-0.656688,-0.039748,0.106985,0.456501,0.757307,1.23816,0.519154,-0.058762,-0.0261145,1.53534,-0.303303,-0.248848,-0.000782554,0.448393,-0.201122,0.0314365,1.49033,-0.113409,-0.041403,0.000314766,0.66481,-0.0623581,-0.0137458,-0.733303,-1.29787,-1.58123,1.97306,0.534318,-1.56816,-0.582186,2.06004,-0.0912188,0.0150492,-0.0454541,0.0654488,-0.00143193,-0.000996339,0.0423087,0.0217972,0.0675058,-0.147826,-0.859862,-1.56574,0.000242899,0.043877,0.0312309,-0.0832757,-0.0579553,0.0952184,-0.0768513,9.94734e-05,0.319168,-0.018051,0.160853,-0.693434,0.104502,-0.00284096,0.110464,20.8333,0.311706,22.3173,-0.10542,-114.819,18.45,-2.60855,-1.35091,7.80426,-1.47395,-2.92412,3.36824,-0.72675,11.4565,0.0598358,1.2305,-0.06597,-27.9806,10.9818,7.42966,40.4953,-0.816517,0.176578,0.105344,-87.0084,22.142,-14.3706,2.54892,-3.76428,-3.45175,-0.562694,6.59844,-7.81596,-6.582,-0.138797,6.44792,-1.30678,7.05054,-4.62354,-0.620347,-0.475088,-3.76824,-6.48124,-11.7142,13.6455,153.987,287.241,-7.23413e-07,-3.23654,3.03647,16.229,7.68212,-20.6843,30.8073,-4.59044e-06,-36.4337,0.532603,-24.1299,94.6805,-10.5849,-3.596e-05,-6.82564,-1513.85,-22.4039,-1707.14,1.26403,0,0,1,1,0.311082,4.44089e-17,1.33641,-0.160627,-4.32247,0.0795076,14.1553,380.92,-7.00666,0.399004,4.44089e-17,1.08751,0.0343939,-0.639726,-0.0168923,-14.3385,266.697,7.04228,0.000417807,0.0693384,116.6
0.13,-0.656982,-0.0397054,0.106934,0.456713,0.757284,1.23815,0.519272,-0.0588151,-0.0260698,1.53494,-0.303752,-0.249495,-0.000781339,0.448532,-0.20089,0.0314259,1.49023,-0.11345,-0.0410171,0.000315263,0.665495,-0.062435,-0.0135448,-0.734403,-1.29761,-1.58125,1.97344,0.600638,-1.56716,-0.513278,2.05954,-0.0589792,0.0085153,-0.0102014,0.0423311,-0.00453367,-0.00337178,0.0234675,-0.010609,0.00893458,-0.079599,-0.0899263,-0.129535,0.000242896,0.0276943,0.0464132,-0.00213075,-0.0195447,-0.00820307,0.0771852,9.94505e-05,0.137,-0.015388,0.0402038,-0.220032,0.0515772,-0.00284114,0.0763362,13.264,0.199686,13.7816,-0.0990999,-142.206,15.117,-1.05057,-1.57269,9.37484,-2.11094,-5.32567,3.275,-0.720654,11.5056,-0.0243854,1.25275,-0.0596064,-30.7322,11.2736,7.55075,41.0605,-0.870568,0.175034,0.112453,-106.15,23.1161,-12.1202,2.51193,-3.75881,-3.30467,-0.646514,7.69277,-8.16356,-7.67179,-0.402497,8.19016,-1.58125,8.03147,-5.55831,-0.68769,-0.425457,-5.84175,-6.36436,-12.713,15.3203,154.5,287.173,-7.76022e-07,-4.40692,2.41542,16.9153,9.70471,-20.482,27.9664,-4.67636e-06,-45.1614,0.438646,-26.3588,102.505,-8.14535,-3.82527e-05,-6.14212,-2114.51,-29.5666,-2340.17,3.13963,0,0,1,1,0.310714,4.44089e-17,1.33594,-0.155479,-4.32393,0.0795337,13.6971,380.92,-7.00658,0.401009,4.44089e-17,1.08794,0.0450124,-0.817914,-0.0188291,-14.6437,266.089,6.12558,0.000418277,0.0691131,143.342
0.135,-0.657073,-0.0397023,0.107084,0.456786,0.757244,1.23812,0.519243,-0.0590272,-0.026343,1.53493,-0.30034,-0.242964,-0.000780125,0.44856,-0.200597,0.0318381,1.49038,-0.114003,-0.039932,0.00031576,0.665051,-0.062501,-0.0140027,-0.732941,-1.29755,-1.58126,1.97367,0.614096,-1.5669,-0.502874,2.05913,-0.0180284,0.000609044,0.0299559,0.0145395,-0.00797212,-0.00549906,-0.00574125,-0.0424308,-0.0546303,-0.00299734,0.682574,1.30633,0.000242892,0.00565968,0.0584903,0.0824458,0.0289788,-0.110613,0.217017,9.94271e-05,-0.0888071,-0.0131948,-0.0915901,0.292494,0.0108505,-0.00284133,0.0456257,2.69144,0.0518532,2.08078,-0.0834018,-128.818,8.0424,2.36024,-1.56461,7.93694,-1.98733,-5.80646,2.68157,0.0849634,12.2253,-0.116819,1.04425,-0.0460555,-29.0869,11.4002,7.38163,41.2358,-0.787489,0.129578,0.097321,-96.4096,19.5014,-5.31528,2.12284,-3.76763,-2.79072,-0.604531,7.0774,-8.00404,-7.06018,-0.37121,7.84062,-1.76969,7.62185,-4.90857,-0.574755,-0.353156,-6.58109,-4.99595,-11.438,13.2869,125.137,232.506,-8.55683e-07,-4.4303,1.47046,14.6564,9.37764,-16.9962,18.9169,-4.83227e-06,-41.2266,-0.046113,-21.0104,86.9424,-3.39339,-4.04067e-05,-5.7169,-2338.99,-33.0241,-2534.57,8.50551,0,0,1,1,0.311901,4.44089e-17,1.33614,-0.148836,-4.10402,0.0752686,13.8476,381.836,-7.00296,0.403005,4.44089e-17,1.08735,0.0501364,-0.855466,-0.0197358,-15.5589,265.478,6.12464,0.000415917,0.0689982,129.359
