time,pos_pelvis_tilt,pos_pelvis_list,pos_pelvis_rotation,pos_pelvis_tx,pos_pelvis_ty,pos_pelvis_tz,pos_hip_flexion_r,pos_hip_adduction_r,pos_hip_rotation_r,pos_knee_angle_r,pos_ankle_angle_r,pos_subtalar_angle_r,pos_mtp_angle_r,pos_hip_flexion_l,pos_hip_adduction_l,pos_hip_rotation_l,pos_knee_angle_l,pos_ankle_angle_l,pos_subtalar_angle_l,pos_mtp_angle_l,pos_lumbar_extension,pos_lumbar_bending,pos_lumbar_rotation,pos_arm_flex_r,pos_arm_add_r,pos_arm_rot_r,pos_elbow_flex_r,pos_arm_flex_l,pos_arm_add_l,pos_arm_rot_l,pos_elbow_flex_l,vel_pelvis_tilt,vel_pelvis_list,vel_pelvis_rotation,vel_pelvis_tx,vel_pelvis_ty,vel_pelvis_tz,vel_hip_flexion_r,vel_hip_adduction_r,vel_hip_rotation_r,vel_knee_angle_r,vel_ankle_angle_r,vel_subtalar_angle_r,vel_mtp_angle_r,vel_hip_flexion_l,vel_hip_adduction_l,vel_hip_rotation_l,vel_knee_angle_l,vel_ankle_angle_l,vel_subtalar_angle_l,vel_mtp_angle_l,vel_lumbar_extension,vel_lumbar_bending,vel_lumbar_rotation,vel_arm_flex_r,vel_arm_add_r,vel_arm_rot_r,vel_elbow_flex_r,vel_arm_flex_l,vel_arm_add_l,vel_arm_rot_l,vel_elbow_flex_l,tau_pelvis_tilt,tau_pelvis_list,tau_pelvis_rotation,tau_pelvis_tx,tau_pelvis_ty,tau_pelvis_tz,tau_hip_flexion_r,tau_hip_adduction_r,tau_hip_rotation_r,tau_knee_angle_r,tau_ankle_angle_r,tau_subtalar_angle_r,tau_mtp_angle_r,tau_hip_flexion_l,tau_hip_adduction_l,tau_hip_rotation_l,tau_knee_angle_l,tau_ankle_angle_l,tau_subtalar_angle_l,tau_mtp_angle_l,tau_lumbar_extension,tau_lumbar_bending,tau_lumbar_rotation,tau_arm_flex_r,tau_arm_add_r,tau_arm_rot_r,tau_elbow_flex_r,tau_arm_flex_l,tau_arm_add_l,tau_arm_rot_l,tau_elbow_flex_l,acc_pelvis_tilt,acc_pelvis_list,acc_pelvis_rotation,acc_pelvis_tx,acc_pelvis_ty,acc_pelvis_tz,acc_hip_flexion_r,acc_hip_adduction_r,acc_hip_rotation_r,acc_knee_angle_r,acc_ankle_angle_r,acc_subtalar_angle_r,acc_mtp_angle_r,acc_hip_flexion_l,acc_hip_adduction_l,acc_hip_rotation_l,acc_knee_angle_l,acc_ankle_angle_l,acc_subtalar_angle_l,acc_mtp_angle_l,acc_lumbar_extension,acc_lumbar_bending,acc_lumbar_rotation,acc_arm_flex_r,acc_arm_add_r,acc_arm_rot_r,acc_elbow_flex_r,acc_arm_flex_l,acc_arm_add_l,acc_arm_rot_l,acc_elbow_flex_l,missing_grf_data,missing_grf_reason,tibia_r_probably_contacting_ground,tibia_l_probably_contacting_ground,tibia_r_contact_cop_x,tibia_r_contact_cop_y,tibia_r_contact_cop_z,tibia_r_contact_moment_x,tibia_r_contact_moment_y,tibia_r_contact_moment_z,tibia_r_contact_force_x,tibia_r_contact_force_y,tibia_r_contact_force_z,tibia_l_contact_cop_x,tibia_l_contact_cop_y,tibia_l_contact_cop_z,tibia_l_contact_moment_x,tibia_l_contact_moment_y,tibia_l_contact_moment_z,tibia_l_contact_force_x,tibia_l_contact_force_y,tibia_l_contact_force_z,marker_error_rms,marker_error_max,residual_norm
8.325,-1.05121,-0.068236,0.0439729,0.622049,0.65127,1.22141,0.515722,-0.0442888,-0.00907364,1.22969,-0.218213,-0.169812,0.000451719,0.399454,-0.199697,-0.0527506,1.08301,-0.12642,0.0361296,0.00102519,0.491686,-0.0339239,0.00242804,-0.707626,-0.975507,-1.54355,2.11271,-0.483854,-1.2375,-1.57087,2.28468,-0.0824506,-0.0202188,-0.0301069,0.0220978,-0.029108,-0.0109366,0.00360314,0.0255618,0.0285712,-0.0680044,-0.308688,-0.0150054,5.97601e-05,-0.0043732,-0.00284995,-0.0300934,-0.0740106,0.00459695,0.0700531,4.72627e-05,-0.0853129,0.0279242,-0.0672831,0.0194927,0.0689599,0.0176703,0.0565297,-0.0755669,0.0636614,0.0259794,0.287366,37.8353,-1.33026,-2.9044,-0.619667,0.187697,-0.155503,-30.7408,10.0887,4.88293,90.0524,-0.195353,0.0105515,-0.00751606,-31.2146,22.3693,13.6892,93.0615,-0.282765,0.0179254,0.0131792,60.1237,2.88415,-2.13577,-0.47058,-1.26241,-2.04075,0.213519,0.295958,-1.98516,-1.37719,-0.108289,0.384342,-0.293323,0.663471,0.534847,-0.295368,-0.156545,-1.36534,-0.822772,-1.35747,-1.99309,6.79772,-4.72992,-6.16553e-06,-1.41109,-0.0613016,-0.420241,-0.289819,-0.167975,0.593143,-6.93343e-06,2.55983,0.367908,-2.51423,4.08902,-3.19367,0.0013977,-0.284005,-8.91684,0.591963,0.00241737,-2.35425,0,0,1,1,0.52747,4.44089e-17,1.26201,0.210554,3.1332,0.326515,24.1653,359.598,37.4741,0.593944,4.44089e-17,1.14365,0.77892,-10.0961,1.27259,-21.9461,284.457,-35.8553,0.000391362,0.0733243,37.9758
8.33,-1.05162,-0.0683444,0.043839,0.622173,0.651117,1.22135,0.515706,-0.0441815,-0.00896472,1.2293,-0.219586,-0.170005,0.000452018,0.399397,-0.199712,-0.0529116,1.08264,-0.126401,0.0364947,0.00102542,0.491324,-0.0337751,0.00202877,-0.707426,-0.975242,-1.54346,2.11299,-0.484455,-1.23717,-1.57074,2.28606,-0.0805289,-0.0216854,-0.0267895,0.024772,-0.0305849,-0.0117193,-0.00322353,0.021448,0.0217838,-0.0779699,-0.2747,-0.038655,5.97292e-05,-0.0114287,-0.00315645,-0.0321946,-0.0754597,0.00375708,0.0730188,4.72281e-05,-0.0725137,0.0297637,-0.0798542,0.0399378,0.0529915,0.0176773,0.0551096,-0.120151,0.0666212,0.0259915,0.275594,36.3773,0.0915999,-1.52689,-0.61131,0.140607,-0.271756,-30.2874,10.3714,4.40192,89.8328,-0.152843,0.0718344,-0.0124851,-31.6785,22.3574,13.665,93.358,-0.276127,0.00392674,0.0123348,58.9264,4.33354,-1.36498,-0.496807,-1.22828,-1.9551,0.218033,0.369084,-1.98275,-1.47289,-0.076181,0.586156,-0.306899,1.57409,0.44956,-0.232043,-0.313658,-1.04404,-1.78752,-3.0426,-1.14511,14.7085,10.2597,-6.11571e-06,-0.828866,0.529841,0.660425,0.206855,-1.08811,-2.65392,-6.85476e-06,1.80774,0.317933,-2.79443,3.02137,-2.49146,0.00138628,0.490851,-5.42828,1.10755,0.00239899,-1.63049,0,0,1,1,0.526866,4.44089e-17,1.26137,0.221641,3.2112,0.335197,24.7778,358.988,37.4726,0.593817,4.44089e-17,1.14453,0.756068,-10.3017,1.31507,-20.8772,284.458,-36.3128,0.000391877,0.0733792,36.4159
8.335,-1.052,-0.0684605,0.0437444,0.622308,0.650959,1.22128,0.515664,-0.044119,-0.00893187,1.22888,-0.220592,-0.169942,0.000452316,0.399319,-0.199715,-0.0530561,1.08227,-0.12641,0.0367935,0.00102566,0.491006,-0.0336183,0.00155964,-0.707151,-0.97504,-1.54337,2.11327,-0.485191,-1.23681,-1.57061,2.28739,-0.0775981,-0.0232199,-0.0189191,0.0270198,-0.0317451,-0.0132876,-0.00844376,0.0125104,0.00657086,-0.0836954,-0.201157,0.0126436,5.96987e-05,-0.015573,-0.000507248,-0.0288925,-0.0744254,-0.00168347,0.0597492,4.71938e-05,-0.0634751,0.0313534,-0.0938264,0.0550447,0.0405343,0.0176842,0.0575639,-0.147293,0.0721589,0.0260035,0.267442,33.9257,1.9026,0.586051,-0.624807,0.0744949,-0.471021,-30.196,11.41,4.30388,89.9509,-0.133414,0.114307,-0.0149972,-31.1119,22.4671,13.6317,92.4884,-0.26796,-0.0084251,0.0114023,56.3468,5.68857,-0.329194,-0.526296,-1.19463,-1.84671,0.223708,0.441136,-1.97533,-1.56613,-0.0620322,0.776228,-0.347684,2.89964,0.298571,-0.115163,-0.448636,-0.782868,-2.64471,-4.67994,-0.370767,19.2828,19.8652,-6.04423e-06,0.0369516,1.14292,2.24502,0.724463,-1.76041,-4.90825,-6.74337e-06,0.611764,-0.0517754,-3.22496,1.98265,-1.09558,0.0013739,1.51231,-1.47907,1.36018,0.0023816,-1.34691,0,0,1,1,0.526249,4.44089e-17,1.26237,0.243906,3.43402,0.362259,25.5409,359.597,37.9343,0.589929,4.44089e-17,1.14337,0.718426,-10.3062,1.31155,-19.8078,284.154,-36.1609,0.000392731,0.073474,33.9932
8.34,-1.05237,-0.0685853,0.0437223,0.622451,0.650797,1.2212,0.515602,-0.0441226,-0.00901601,1.22845,-0.221116,-0.169382,0.000452615,0.399242,-0.199689,-0.0531444,1.08191,-0.126462,0.0369695,0.0010259,0.490704,-0.0334629,0.00100988,-0.706826,-0.974865,-1.54329,2.1136,-0.485965,-1.23642,-1.57048,2.2887,-0.073717,-0.0249583,-0.00442089,0.0285127,-0.0323209,-0.0155308,-0.0123581,-0.000713219,-0.0168289,-0.0855493,-0.104743,0.11197,5.96684e-05,-0.0153882,0.00520736,-0.0176674,-0.0708031,-0.0104855,0.0352079,4.71601e-05,-0.0604162,0.0310945,-0.109951,0.0649579,0.0350564,0.0176911,0.0651254,-0.154688,0.0789598,0.0260154,0.260707,28.2654,2.72714,2.47204,-0.675009,-0.00512352,-0.698912,-30.3585,11.3316,4.04245,89.9972,-0.13704,0.133186,-0.014985,-32.7439,21.3775,13.432,93.5379,-0.258271,-0.0187059,0.0104334,53.169,6.11447,0.646974,-0.549444,-1.16194,-1.74309,0.227764,0.478212,-1.95419,-1.61428,-0.0729746,0.887147,-0.376862,4.10223,0.127898,-0.0244712,-0.523987,-0.606474,-3.11305,-5.73549,0.187301,20.1686,22.9757,-5.97755e-06,0.892615,1.5577,3.73195,1.1026,-2.00931,-5.89978,-6.6432e-06,-0.604846,-0.63451,-3.51992,1.23869,0.593262,0.00136304,2.29281,1.27487,1.13227,0.00236562,-1.57713,0,0,1,1,0.525618,4.44089e-17,1.26182,0.247744,3.40942,0.356491,26.1521,359.903,37.6316,0.595835,4.44089e-17,1.14586,0.712481,-10.3968,1.32062,-19.3472,282.324,-35.8611,0.000393299,0.0734786,28.5206
8.345,-1.05272,-0.0687195,0.0438027,0.622597,0.650635,1.22111,0.515525,-0.044204,-0.00924354,1.22803,-0.221135,-0.168248,0.000452913,0.399188,-0.199624,-0.0531394,1.08159,-0.126565,0.0369981,0.00102613,0.490387,-0.0333233,0.000372126,-0.706471,-0.974674,-1.5432,2.11398,-0.486706,-1.23599,-1.57035,2.28996,-0.0692812,-0.0268427,0.0160903,0.0291522,-0.0324432,-0.0181507,-0.0153905,-0.0162785,-0.0455063,-0.0846127,-0.0039002,0.226848,5.96386e-05,-0.0109252,0.0129958,0.000992395,-0.0652901,-0.0205321,0.00570904,4.71269e-05,-0.0634405,0.0279219,-0.127551,0.0711514,0.0380227,0.0176979,0.0765895,-0.148314,0.0846212,0.0260272,0.252822,27.009,1.53137,2.38356,-0.712192,-0.0613796,-0.815416,-30.0395,11.7503,4.21632,89.6871,-0.162479,0.127588,-0.0127828,-31.813,22.0431,13.5442,92.7784,-0.250297,-0.0250684,0.00944518,50.8546,5.40518,1.20538,-0.559661,-1.16118,-1.70335,0.221743,0.461287,-1.95265,-1.60304,-0.0985778,0.839605,-0.389156,4.70645,0.00287292,0.105111,-0.491053,-0.459722,-3.01306,-5.84082,0.454783,17.6588,19.8189,-5.96022e-06,1.52918,1.61851,4.61476,1.24709,-1.73918,-5.61761,-6.5632e-06,-1.38858,-1.25179,-3.53872,1.23965,1.9835,0.00135984,2.28362,1.48065,0.383292,0.00234895,-2.06831,0,0,1,1,0.523514,4.44089e-17,1.26311,0.242862,3.33706,0.347525,26.3036,361.426,37.6393,0.589875,4.44089e-17,1.14359,0.688752,-10.5305,1.33441,-18.5851,284.153,-36.0075,0.00039351,0.0735125,27.1788
8.35,-1.05304,-0.0688634,0.0440008,0.622743,0.650475,1.22101,0.515437,-0.0443607,-0.00961709,1.22762,-0.220713,-0.166618,0.000453211,0.399171,-0.199518,-0.0530191,1.08129,-0.126711,0.0368862,0.00102637,0.490035,-0.033215,-0.000354097,-0.706084,-0.974435,-1.54311,2.11442,-0.487411,-1.23556,-1.57022,2.29117,-0.0650832,-0.0287884,0.0396225,0.0291665,-0.0319177,-0.020606,-0.0176891,-0.0313438,-0.0747104,-0.0823388,0.0843937,0.325943,5.96087e-05,-0.00327925,0.0210884,0.0240662,-0.0590547,-0.029228,-0.022379,4.70941e-05,-0.0703834,0.021663,-0.145244,0.0773496,0.0479402,0.0177047,0.0880076,-0.14091,0.0865376,0.0260389,0.24248,25.2222,-0.654094,1.33208,-0.672213,-0.0474144,-0.738674,-30.2696,11.3282,4.43038,89.5864,-0.202001,0.0980263,-0.008774,-32.0339,22.0952,13.6307,93.019,-0.242676,-0.0264302,0.00844124,49.6203,3.80002,1.23135,-0.553242,-1.16395,-1.71084,0.200973,0.395969,-1.94762,-1.52831,-0.12359,0.602179,-0.391389,4.36751,-0.0579551,0.129903,-0.363812,-0.311375,-2.29691,-4.80676,0.380094,12.2264,11.0798,-6.01171e-06,1.75933,1.27071,4.54675,1.09621,-0.877162,-4.14399,-6.63646e-06,-1.47057,-1.5869,-3.09199,1.78913,2.71617,0.00135958,1.39961,-0.6948,-0.612514,0.00233222,-2.47785,0,0,1,1,0.522932,4.44089e-17,1.26301,0.225115,3.11377,0.321389,26.1519,361.731,37.3363,0.591193,4.44089e-17,1.1443,0.709483,-10.6727,1.36959,-18.8895,284.153,-36.4644,0.000393536,0.0735783,25.2856
8.355,-1.05335,-0.0690172,0.0443081,0.622887,0.650319,1.2209,0.51534,-0.0445748,-0.0101108,1.22721,-0.219986,-0.164711,0.000453509,0.399199,-0.199381,-0.0527851,1.08102,-0.126879,0.0366707,0.0010266,0.489646,-0.0331463,-0.00115762,-0.705652,-0.974127,-1.54302,2.1149,-0.488133,-1.23514,-1.57009,2.29232,-0.0620723,-0.0307454,0.0614601,0.0288768,-0.0312682,-0.0224251,-0.019246,-0.0428283,-0.0987442,-0.0804384,0.145525,0.381342,5.95787e-05,0.00551738,0.027442,0.0467999,-0.0535736,-0.0336138,-0.043099,4.70609e-05,-0.0777362,0.0137285,-0.160704,0.0862952,0.0615211,0.0177115,0.0950057,-0.144384,0.083475,0.0260506,0.230091,25.3861,-1.55299,0.534185,-0.536817,0.00830309,-0.48236,-30.9687,10.716,4.68047,89.8916,-0.251385,0.048998,-0.00346364,-31.236,21.1215,13.4178,92.4117,-0.237587,-0.0218468,0.00749578,49.7033,2.47445,0.991799,-0.546679,-1.16811,-1.74311,0.170023,0.327302,-1.95447,-1.45013,-0.129601,0.216061,-0.387232,3.08371,-0.0397874,0.100679,-0.160983,-0.174165,-1.09816,-2.77935,-0.0271293,4.66344,-1.80299,-6.10019e-06,1.53056,0.602662,3.53458,0.67163,0.494555,-1.75261,-6.88013e-06,-0.894178,-1.40009,-2.03987,2.17656,2.85644,0.0013581,0.171412,-3.55847,-1.46797,0.00231747,-2.54115,0,0,1,1,0.523187,4.44089e-17,1.2634,0.21634,3.01499,0.305619,25.9998,362.342,36.7294,0.590671,4.44089e-17,1.14458,0.690791,-9.98865,1.23888,-19.6511,284.149,-35.2428,0.000393668,0.0736114,25.4494
8.36,-1.05366,-0.0691806,0.0446925,0.62303,0.650165,1.22078,0.51524,-0.0448164,-0.010674,1.22681,-0.219141,-0.162849,0.000453806,0.399265,-0.199229,-0.0524627,1.08077,-0.127035,0.0364114,0.00102684,0.489235,-0.0331127,-0.00201214,-0.705167,-0.973748,-1.54293,2.11538,-0.488944,-1.23476,-1.56996,2.29341,-0.060992,-0.0326815,0.0768786,0.0286778,-0.0307648,-0.02323,-0.0201168,-0.0483191,-0.112641,-0.080574,0.168843,0.372327,5.95482e-05,0.0131702,0.0304553,0.0644729,-0.0502154,-0.031141,-0.051862,4.70265e-05,-0.0822071,0.00672802,-0.170904,0.097178,0.0758032,0.0177183,0.0958628,-0.162177,0.0761352,0.0260622,0.217385,24.0841,-3.54293,-0.712413,-0.442112,0.0286797,-0.190642,-31.9578,10.5479,5.11274,90.1503,-0.302672,-0.00904947,0.00223802,-32.3087,21.8945,13.8391,93.5544,-0.233491,-0.014536,0.00654136,50.405,1.61928,0.814776,-0.549154,-1.17558,-1.76155,0.151759,0.296456,-1.97893,-1.41777,-0.118508,-0.210328,-0.359459,1.20183,0.0627848,0.0319944,0.0220535,-0.103402,0.286558,-0.219104,-0.666152,-3.78916,-16.5918,-6.22972e-06,0.929083,-0.181637,1.90805,0.0793725,2.11365,1.10294,-7.17477e-06,0.055947,-0.729465,-0.432443,1.84424,2.7265,0.00135966,-0.70735,-5.29356,-1.9882,0.0023024,-2.1633,0,0,1,1,0.523719,4.44089e-17,1.2635,0.220485,3.04944,0.310904,26.1544,361.731,36.8802,0.59215,4.44089e-17,1.14323,0.692859,-10.3839,1.30445,-19.0411,285.37,-35.8488,0.000394206,0.0736303,24.3585
8.365,-1.05397,-0.069353,0.045107,0.623175,0.650012,1.22067,0.515137,-0.0450508,-0.0112427,1.22639,-0.218392,-0.161403,0.000454104,0.399354,-0.199081,-0.0520927,1.08052,-0.127138,0.0361796,0.00102707,0.488826,-0.0330973,-0.00287747,-0.704635,-0.973301,-1.54284,2.11584,-0.489887,-1.23443,-1.56983,2.29444,-0.0620437,-0.0344788,0.0828878,0.0289917,-0.0306048,-0.0231197,-0.0206338,-0.0468863,-0.113736,-0.0839048,0.149897,0.289368,5.9517e-05,0.0178156,0.0295471,0.0740131,-0.0498186,-0.0205728,-0.0463473,4.69906e-05,-0.0819274,0.0030807,-0.173066,0.106399,0.0894357,0.0177251,0.092326,-0.188644,0.0661942,0.0260737,0.206569,24.0886,-4.2466,-0.298427,-0.494404,0.00118258,-0.0383271,-32.4385,9.97019,5.46452,90.345,-0.347127,-0.0619595,0.00728822,-32.8518,21.4646,13.5257,93.9402,-0.232332,-0.00539451,0.00601053,51.4577,1.53139,0.968933,-0.565049,-1.16967,-1.74713,0.14985,0.318411,-1.99549,-1.45091,-0.0872509,-0.579008,-0.29205,-0.69098,0.162413,-0.0507726,0.175703,-0.0703207,1.49825,2.20071,-1.30215,-11.2437,-29.8061,-6.22982e-06,0.233149,-0.854351,0.206893,-0.492357,3.54693,3.779,-7.2576e-06,0.993451,0.0936033,1.41476,0.769826,2.72918,0.00135771,-0.87709,-4.9332,-2.23008,0.00228969,-1.43731,0,0,1,1,0.524517,4.44089e-17,1.2632,0.203731,2.8849,0.292918,25.5453,361.73,36.7282,0.592728,4.44089e-17,1.1438,0.669616,-10.3685,1.28033,-18.4296,285.368,-35.2381,0.000395344,0.0736901,24.4669
8.37,-1.05429,-0.0695327,0.0455041,0.623324,0.649858,1.22055,0.515032,-0.0452478,-0.0117564,1.22594,-0.217924,-0.160701,0.000454401,0.399449,-0.198955,-0.0517174,1.08026,-0.127152,0.0360424,0.00102731,0.488441,-0.0330795,-0.00370743,-0.704083,-0.972786,-1.54275,2.11628,-0.490953,-1.23416,-1.5697,2.29544,-0.0649387,-0.0359391,0.0794329,0.0298038,-0.0308587,-0.0222412,-0.0209854,-0.0393951,-0.102733,-0.0904155,0.0936785,0.140337,5.94859e-05,0.0189813,0.0252753,0.0750476,-0.0522804,-0.00283812,-0.0274523,4.69543e-05,-0.0769601,0.00354871,-0.165992,0.110248,0.103082,0.0177319,0.0879406,-0.21331,0.0550438,0.0260852,0.199382,25.5869,-4.05465,0.276154,-0.605036,-0.0290193,0.0435871,-32.5511,9.87029,5.55512,90.3109,-0.37149,-0.0867175,0.00999126,-31.9769,21.2531,13.3228,93.0013,-0.23335,0.00139171,0.00597654,52.2361,1.80029,1.47012,-0.590521,-1.15476,-1.70277,0.163447,0.380888,-1.99301,-1.53291,-0.0504094,-0.80015,-0.158458,-2.04957,0.218642,-0.112817,0.279908,0.00401044,2.21888,3.82486,-1.60048,-14.9876,-36.1609,-6.14882e-06,-0.29199,-1.22909,-1.09431,-0.879796,4.29026,5.35942,-7.16287e-06,1.56568,0.65359,3.07043,-0.693568,3.11554,0.00135269,-0.407988,-2.66833,-2.33875,0.00227517,-0.639505,0,0,1,1,0.524495,4.44089e-17,1.26295,0.204666,2.93304,0.299051,25.2412,361.728,36.8815,0.590382,4.44089e-17,1.14332,0.658144,-10.0864,1.2266,-18.5806,284.757,-34.629,0.000396778,0.073775,25.9147
8.375,-1.05464,-0.0697163,0.04585,0.623479,0.649701,1.22045,0.514927,-0.0453893,-0.0121744,1.22545,-0.21783,-0.160903,0.000454699,0.399536,-0.198859,-0.0513696,1.07998,-0.127059,0.0360391,0.00102754,0.488095,-0.0330454,-0.00446063,-0.703549,-0.972192,-1.54267,2.11671,-0.492087,-1.23394,-1.56957,2.29642,-0.0689394,-0.0367314,0.069185,0.030897,-0.0314227,-0.0208417,-0.0209653,-0.0283007,-0.0836087,-0.0984179,0.0187403,-0.0404675,5.94551e-05,0.0175214,0.0191299,0.069576,-0.0566793,0.0186132,-0.000655229,4.69185e-05,-0.0691317,0.00681666,-0.15064,0.10678,0.118659,0.0177386,0.0859006,-0.226652,0.0433501,0.0260965,0.196185,26.2873,-3.9612,1.07595,-0.678939,-0.0639177,0.070063,-32.3865,10.369,5.52681,90.6413,-0.360429,-0.0509987,0.00812632,-32.1341,21.5335,13.3002,93.3841,-0.23701,0.000551522,0.00640708,52.763,2.02003,2.09053,-0.623903,-1.1486,-1.65808,0.187016,0.455371,-1.97993,-1.63278,-0.0228398,-0.85193,0.0621039,-2.64101,0.227906,-0.0798563,0.327063,0.268021,2.23502,4.21981,-1.19696,-11.289,-28.0846,-6.09715e-06,-0.513664,-1.20418,-1.84021,-1.02912,3.85891,4.55833,-7.11365e-06,1.6723,0.730384,4.17917,-2.15688,3.7551,0.0013452,0.378424,0.339167,-2.3459,0.00225897,-0.0192693,0,0,1,1,0.524899,4.44089e-17,1.26303,0.202646,2.94961,0.303502,24.9352,362.944,37.3454,0.58922,4.44089e-17,1.14298,0.646948,-10.2194,1.24141,-18.1233,286.281,-34.7762,0.000398111,0.0738206,26.6147
8.38,-1.055,-0.0698984,0.0461299,0.623639,0.649542,1.22035,0.514829,-0.0454749,-0.012487,1.22492,-0.218018,-0.161808,0.000454996,0.399611,-0.198794,-0.0510677,1.07967,-0.126869,0.0361498,0.00102778,0.487791,-0.0329931,-0.00510935,-0.703069,-0.971505,-1.54258,2.11715,-0.493212,-1.23378,-1.56944,2.2974,-0.0731991,-0.0364209,0.05598,0.0320366,-0.031822,-0.0192063,-0.0196252,-0.0171256,-0.0625096,-0.104403,-0.0377048,-0.180891,5.94247e-05,0.0149531,0.013109,0.0603749,-0.061825,0.0379077,0.0221364,4.68829e-05,-0.0607702,0.0104686,-0.129744,0.0959961,0.137435,0.0177453,0.0877927,-0.224956,0.0316206,0.0261078,0.196088,26.548,-3.11603,2.07923,-0.708746,-0.103497,0.055844,-32.2051,10.9533,5.26932,90.9686,-0.332159,0.0107068,0.00439364,-31.9315,21.0392,12.9719,93.1206,-0.240183,-0.00329268,0.00713298,52.6849,2.03093,2.5238,-0.645481,-1.13412,-1.61999,0.208484,0.508781,-1.92353,-1.69592,-0.0105702,-0.747479,0.319415,-2.67145,0.178948,-0.0759686,0.347244,0.565923,1.81145,3.78755,-0.436638,-4.47223,-13.8305,-6.0405e-06,-0.532451,-0.942038,-2.1102,-0.99962,2.81973,2.76437,-7.05873e-06,1.38065,0.455986,4.65169,-2.95178,4.30481,0.00133628,1.12882,2.9367,-2.12714,0.00224283,0.275963,0,0,1,1,0.526904,4.44089e-17,1.26288,0.205012,3.07279,0.319282,24.1742,362.331,37.6484,0.590042,4.44089e-17,1.14471,0.651229,-10.0853,1.22373,-18.4267,285.365,-34.6258,0.000399049,0.0738739,26.8206
8.385,-1.05539,-0.0700726,0.0463431,0.623804,0.649381,1.22027,0.514745,-0.0455153,-0.0127048,1.22439,-0.218319,-0.163058,0.000455293,0.399673,-0.198752,-0.0508186,1.07933,-0.126609,0.0363296,0.00102801,0.487522,-0.0329294,-0.00564178,-0.702663,-0.97071,-1.54249,2.11761,-0.494263,-1.23368,-1.56931,2.29839,-0.0769365,-0.0348238,0.0426227,0.0329313,-0.0322019,-0.0174701,-0.0167956,-0.00806835,-0.0435719,-0.106586,-0.060066,-0.250043,5.93945e-05,0.0122908,0.00839879,0.0498239,-0.0668231,0.0520064,0.0359582,4.68476e-05,-0.053867,0.0127485,-0.106486,0.0812372,0.158959,0.017752,0.0934368,-0.210273,0.0209849,0.026119,0.197468,27.5054,-3.13374,1.18668,-0.70253,-0.135907,0.057829,-31.7272,11.3785,4.93977,90.893,-0.303631,0.0766049,0.000530473,-31.5313,21.7229,13.5076,93.2807,-0.24463,-0.007776,0.00807215,52.5037,1.85869,2.66856,-0.660467,-1.12972,-1.60833,0.225118,0.541091,-1.86141,-1.73161,-0.016451,-0.576275,0.533352,-2.46458,0.101541,-0.0158031,0.33984,0.8619,1.23594,2.96038,0.424214,2.63351,1.11567,-6.02579e-06,-0.430277,-0.643547,-2.13943,-0.858522,1.60317,0.867151,-6.98445e-06,0.884005,0.122972,4.65647,-3.13472,4.54107,0.00133146,1.6267,4.80539,-1.64094,0.00222349,0.252168,0,0,1,1,0.526892,4.44089e-17,1.26237,0.20407,3.07794,0.322418,24.0227,362.329,37.9544,0.591099,4.44089e-17,1.14313,0.693233,-10.1009,1.24311,-19.6475,286.279,-35.232,0.000400115,0.0739256,27.7181
8.39,-1.05579,-0.0702333,0.0464946,0.623971,0.649219,1.22019,0.514682,-0.0455247,-0.0128487,1.22387,-0.218553,-0.16428,0.00045559,0.399723,-0.198726,-0.0506229,1.07898,-0.126309,0.036531,0.00102824,0.487275,-0.0328625,-0.00605779,-0.702335,-0.969802,-1.5424,2.11812,-0.495194,-1.23361,-1.56918,2.29938,-0.0798179,-0.032157,0.0302998,0.033439,-0.0322809,-0.0157709,-0.0124861,-0.00188864,-0.02877,-0.104465,-0.0468984,-0.244465,5.93643e-05,0.0101394,0.00518105,0.0391268,-0.0711157,0.0600222,0.040294,4.68127e-05,-0.049447,0.0133634,-0.0832034,0.0655636,0.181664,0.0177587,0.10157,-0.186246,0.0127802,0.0261302,0.198729,28.4833,-2.93764,1.14817,-0.691229,-0.165574,0.0484409,-30.9381,12.0151,4.84977,90.5739,-0.281506,0.131972,-0.00248534,-31.0542,22.2639,13.5322,93.1519,-0.249737,-0.010807,0.00914657,52.0999,1.89972,2.66209,-0.675433,-1.12663,-1.59877,0.23032,0.565857,-1.80756,-1.75436,-0.0299413,-0.40192,0.654444,-2.28382,0.0234188,0.0412106,0.318503,1.11347,0.723562,2.10484,1.21436,8.41212,13.5007,-5.98958e-06,-0.320364,-0.445544,-2.16857,-0.685344,0.438524,-0.719982,-6.91636e-06,0.355398,-0.0211163,4.50637,-3.25496,4.48403,0.00132527,1.83454,6.39083,-0.998414,0.00220581,0.0502938,0,0,1,1,0.526511,4.44089e-17,1.26236,0.195937,3.01254,0.32065,23.5658,362.325,38.5654,0.590521,4.44089e-17,1.14369,0.73086,-10.3504,1.30402,-20.2578,286.889,-36.1446,0.000401304,0.0739823,28.6663
